id,sentiment
11206,neutral
21457,surprise
21268,neutral
31874,neutral
21018,love
22739,neutral
31357,worry
36791,neutral
8304,worry
35781,happiness
6186,happiness
29642,worry
39173,worry
9284,worry
18735,worry
21421,happiness
15897,worry
32221,love
6146,neutral
13754,sadness
38700,love
13033,neutral
2531,worry
14763,neutral
17324,neutral
17075,worry
30066,happiness
14575,sadness
7237,sadness
37113,love
11121,neutral
20394,neutral
8993,worry
3290,worry
1346,neutral
1179,neutral
22210,neutral
39133,love
36066,worry
36255,worry
38371,neutral
33545,neutral
12230,worry
28160,happiness
39788,neutral
6246,neutral
37369,worry
19243,happiness
34439,neutral
32569,love
39224,worry
21594,worry
35269,neutral
30657,worry
4556,worry
8040,neutral
19647,happiness
32705,happiness
8140,neutral
38159,neutral
29370,worry
501,worry
8904,sadness
31961,neutral
2893,sadness
9270,neutral
12051,neutral
26439,neutral
36550,worry
28203,worry
33383,happiness
8274,worry
34505,worry
33748,worry
14053,worry
33814,neutral
19316,sadness
1332,neutral
4032,worry
3243,worry
10700,neutral
278,worry
18045,worry
34048,love
25994,neutral
4504,neutral
10092,neutral
374,sadness
30458,neutral
2087,worry
37781,neutral
10901,neutral
38276,worry
26011,happiness
3418,neutral
12249,neutral
3593,neutral
37511,neutral
38598,neutral
15965,love
14872,sadness
3931,neutral
16587,sadness
17995,neutral
8570,neutral
20481,neutral
24825,neutral
16776,neutral
6936,worry
35836,love
31623,neutral
38682,happiness
23399,neutral
19261,neutral
37575,sadness
10968,worry
3502,worry
21558,happiness
2269,neutral
20485,neutral
14124,neutral
3460,worry
4962,neutral
14452,worry
396,sadness
9172,worry
23367,happiness
2322,neutral
35721,neutral
24200,neutral
3193,neutral
19837,neutral
19210,neutral
10477,worry
31573,happiness
20503,happiness
11222,worry
15751,worry
28749,neutral
16341,neutral
17919,neutral
25672,worry
11237,happiness
33934,neutral
32398,neutral
21992,happiness
17431,worry
31735,neutral
33960,neutral
9761,neutral
36821,neutral
8354,worry
21283,neutral
16615,worry
38864,neutral
34031,happiness
29333,love
22352,neutral
12372,happiness
22110,happiness
30292,happiness
18291,worry
7616,neutral
3049,sadness
36617,neutral
475,sadness
21176,worry
23022,neutral
35533,worry
34882,happiness
928,worry
12484,worry
32190,love
37872,neutral
19687,worry
7886,worry
19732,sadness
9559,neutral
30870,neutral
34339,neutral
16851,neutral
5780,worry
36430,neutral
24180,worry
457,worry
18859,worry
5233,worry
5286,sadness
21895,neutral
21461,neutral
13299,neutral
19354,worry
28431,happiness
31175,neutral
1219,neutral
28987,neutral
17720,neutral
23258,neutral
23994,neutral
31975,love
28601,neutral
36054,love
28317,worry
30229,worry
23950,happiness
2290,worry
33081,happiness
31595,love
33049,neutral
34408,happiness
16421,happiness
4815,worry
29112,happiness
12477,happiness
4,neutral
23923,neutral
8961,neutral
16841,worry
1668,worry
21794,neutral
35380,love
36473,happiness
26824,neutral
6887,worry
30944,worry
30376,love
39612,neutral
4201,worry
5961,neutral
31512,neutral
8049,neutral
2645,worry
33807,neutral
30244,happiness
1000,worry
8021,worry
14756,worry
28616,neutral
772,neutral
28585,neutral
14917,sadness
20490,worry
33988,neutral
12214,neutral
18670,neutral
7969,sadness
27548,happiness
32422,neutral
277,neutral
18137,happiness
32447,neutral
25642,worry
11858,worry
29686,neutral
2279,neutral
1912,worry
9523,neutral
7336,sadness
20418,neutral
36591,love
32974,happiness
19704,neutral
33252,neutral
37319,neutral
5045,worry
24056,worry
34756,neutral
13468,sadness
35872,neutral
26428,love
31754,neutral
2980,neutral
1146,sadness
22252,neutral
24075,neutral
20214,relief
25858,neutral
37862,neutral
14696,neutral
35354,worry
32958,neutral
12950,sadness
261,worry
22522,neutral
14483,worry
9606,neutral
29435,neutral
8528,neutral
8568,worry
20970,neutral
17367,worry
26971,happiness
7989,surprise
18119,neutral
5001,sadness
34241,love
26629,neutral
25980,happiness
1427,worry
4990,neutral
39360,worry
35455,neutral
23082,neutral
35456,neutral
2464,neutral
37985,neutral
20755,worry
27816,love
17953,love
18837,neutral
1801,worry
23032,happiness
39272,neutral
39551,neutral
20416,happiness
14224,worry
34940,neutral
6969,worry
33128,neutral
1285,neutral
30778,neutral
21941,neutral
1901,worry
29233,neutral
31850,neutral
1416,sadness
33443,happiness
23006,happiness
3715,neutral
7745,worry
8124,worry
7625,fun
566,worry
20305,happiness
12172,love
17466,neutral
13199,worry
19242,sadness
21422,neutral
22121,happiness
20989,happiness
7462,neutral
11699,happiness
14085,neutral
29228,neutral
5223,love
6756,sadness
21459,neutral
11783,worry
13082,neutral
12962,neutral
26890,worry
15165,worry
17213,happiness
18685,worry
7653,neutral
22719,worry
1052,neutral
26052,neutral
17626,love
32396,love
31386,happiness
21161,neutral
29954,neutral
26330,neutral
4029,neutral
1012,neutral
15714,worry
7231,worry
8889,worry
1109,neutral
38631,neutral
15726,hate
1107,worry
38397,worry
1133,worry
25877,love
4824,neutral
28509,happiness
15170,neutral
16079,neutral
3230,worry
17728,sadness
13793,worry
29273,neutral
31368,happiness
9330,neutral
35537,neutral
25336,neutral
15922,worry
24266,neutral
3855,worry
26045,happiness
20747,love
9568,happiness
38005,happiness
1491,worry
15236,sadness
10192,neutral
13680,hate
21944,love
10718,neutral
10877,neutral
30365,love
25030,happiness
16100,worry
32927,neutral
25175,neutral
7609,sadness
10491,worry
4237,neutral
30903,love
3643,neutral
10036,worry
22846,neutral
32592,happiness
29584,love
2767,worry
13192,worry
28156,worry
37397,sadness
29729,neutral
1090,neutral
20364,neutral
34859,neutral
32126,love
27943,neutral
13108,worry
35632,love
31188,neutral
14095,neutral
1048,neutral
39617,neutral
31479,happiness
17041,neutral
13172,sadness
22087,happiness
34877,neutral
13424,sadness
12156,neutral
32777,neutral
19855,neutral
9932,neutral
29330,neutral
2743,worry
16125,worry
842,worry
7778,worry
21278,neutral
28703,neutral
35496,happiness
39170,neutral
11335,worry
33322,neutral
10955,neutral
25369,worry
35217,love
38198,neutral
20071,worry
21860,neutral
33406,neutral
20853,surprise
573,worry
14927,neutral
1465,happiness
884,worry
15894,worry
25133,happiness
29597,happiness
13544,worry
2029,worry
35759,neutral
13150,neutral
16866,worry
28358,neutral
17083,worry
31741,neutral
5536,worry
34449,neutral
15125,worry
29474,happiness
25986,neutral
28556,neutral
3835,neutral
23886,neutral
17698,neutral
11764,worry
38969,neutral
15232,neutral
38437,happiness
39778,love
17287,neutral
31745,neutral
37066,neutral
19863,worry
16026,neutral
17931,sadness
31447,worry
36414,neutral
37383,love
19828,sadness
33821,neutral
16178,neutral
36352,neutral
3356,neutral
32271,happiness
1108,neutral
29323,neutral
19412,worry
26093,neutral
25151,neutral
6809,neutral
19470,neutral
6418,neutral
38695,worry
13685,neutral
18661,worry
31277,worry
23208,love
22688,worry
37514,neutral
14280,worry
5159,sadness
5757,sadness
441,sadness
3886,neutral
33560,worry
9561,worry
28922,neutral
7168,worry
11376,worry
491,neutral
4884,sadness
28055,neutral
29834,neutral
38134,happiness
18317,worry
4689,sadness
31978,happiness
36443,neutral
16420,sadness
1339,worry
11444,worry
8439,worry
17877,sadness
21521,worry
27854,love
15656,neutral
1441,worry
15306,neutral
11931,worry
25543,neutral
11072,worry
34490,love
22417,neutral
36950,love
24164,happiness
33602,neutral
23789,neutral
4726,neutral
4308,sadness
31529,neutral
38368,love
38380,happiness
24844,neutral
34442,happiness
33370,happiness
23222,happiness
14145,worry
20552,neutral
15118,happiness
26701,neutral
5395,worry
5382,worry
11448,hate
2232,happiness
17386,neutral
22355,neutral
17122,worry
30566,happiness
20813,neutral
10812,neutral
29751,neutral
17089,neutral
29678,happiness
36089,neutral
32309,neutral
20537,neutral
26406,neutral
26363,love
29920,love
13469,sadness
6480,neutral
3150,worry
34893,worry
9658,happiness
3095,sadness
27505,happiness
22037,neutral
8615,sadness
10062,worry
861,neutral
17126,worry
24012,neutral
35059,love
23213,neutral
35313,neutral
7840,neutral
23102,worry
6730,neutral
12348,neutral
8388,neutral
268,worry
2935,worry
15211,neutral
37523,neutral
12918,neutral
36325,neutral
3115,love
25803,love
10949,hate
28628,happiness
1553,worry
16921,worry
3737,love
4890,neutral
13702,neutral
27795,neutral
11430,worry
10850,neutral
5523,neutral
8925,worry
1423,worry
27269,worry
52,neutral
9918,worry
1846,neutral
11797,worry
274,neutral
38718,worry
30521,sadness
34195,love
5262,sadness
28617,neutral
16028,worry
34282,worry
20204,happiness
33540,love
5640,neutral
39286,neutral
32910,love
6062,neutral
22561,worry
15718,worry
26889,neutral
39266,worry
5883,neutral
23330,worry
15483,neutral
25647,happiness
5960,worry
2081,worry
36150,love
24867,neutral
7753,worry
24598,worry
37439,neutral
24786,neutral
11327,neutral
3852,neutral
30235,worry
22513,love
5533,neutral
35776,fun
33211,neutral
38913,neutral
39205,neutral
13287,neutral
30108,happiness
21626,worry
23263,neutral
16817,worry
19737,surprise
37871,worry
20788,neutral
32746,love
13984,sadness
2348,worry
32405,neutral
6904,sadness
38587,happiness
13653,worry
5857,worry
29614,neutral
11605,worry
8480,worry
30180,neutral
14898,worry
38715,neutral
28587,worry
2532,worry
13604,worry
18128,love
37499,worry
28416,happiness
3242,worry
18306,worry
1396,neutral
18974,sadness
5466,worry
28629,happiness
23,worry
3028,neutral
8357,neutral
940,worry
20840,neutral
19573,worry
28275,neutral
20186,worry
4034,sadness
2863,worry
26361,neutral
1188,neutral
36519,neutral
6233,neutral
8403,neutral
28883,neutral
5288,worry
21530,happiness
39014,neutral
15750,happiness
35556,love
3388,neutral
1788,neutral
7134,neutral
39542,neutral
23807,neutral
4729,worry
3154,worry
1623,worry
33774,neutral
39023,neutral
13174,worry
17631,love
22581,happiness
1512,neutral
17962,neutral
11011,worry
21010,neutral
12042,neutral
29976,happiness
22179,neutral
30222,neutral
28240,neutral
14827,worry
12418,neutral
29502,love
27915,neutral
2826,worry
11947,worry
16349,worry
14874,neutral
8406,neutral
5179,sadness
27866,neutral
308,love
8552,worry
2247,neutral
5377,happiness
8132,worry
12994,sadness
8537,neutral
3635,worry
28088,worry
18035,worry
32597,love
11798,sadness
37212,love
4519,worry
19090,worry
20430,happiness
22329,love
21079,neutral
5847,neutral
13099,neutral
2138,worry
30104,worry
6650,worry
38335,happiness
29652,neutral
29737,neutral
1570,worry
6747,worry
26501,neutral
7294,love
12832,neutral
3929,worry
21656,worry
24590,neutral
34147,worry
8375,worry
37309,love
20227,worry
37970,love
16051,worry
15590,sadness
23349,neutral
28186,worry
17298,worry
2273,worry
16398,neutral
12085,worry
20361,neutral
14183,hate
35255,happiness
38334,neutral
27372,happiness
14784,worry
8341,worry
18424,neutral
2527,love
29797,worry
35647,love
9403,worry
5195,worry
29947,neutral
19062,neutral
22370,happiness
39005,neutral
7981,worry
30993,love
21439,neutral
8122,worry
25061,neutral
7678,worry
16902,worry
2323,neutral
6465,neutral
27305,neutral
35673,neutral
35614,neutral
1113,worry
7409,sadness
37094,love
9687,happiness
27484,happiness
18654,neutral
25430,happiness
33668,happiness
23858,happiness
3488,worry
21476,neutral
1576,neutral
34499,neutral
32542,neutral
18396,sadness
1603,worry
23536,neutral
21724,neutral
38188,love
585,sadness
18842,worry
8647,worry
32692,neutral
29653,neutral
21790,neutral
15421,worry
13648,sadness
31527,sadness
17227,worry
25587,happiness
8331,neutral
4199,neutral
5687,worry
39892,worry
27234,neutral
22643,worry
20158,love
25272,happiness
12104,sadness
17911,worry
35163,love
7915,sadness
25501,love
15740,sadness
35709,neutral
32867,worry
14290,neutral
2360,worry
31771,neutral
35166,love
38944,love
15709,worry
5226,neutral
5916,worry
5018,neutral
36594,love
4738,neutral
8560,neutral
30389,worry
35022,happiness
13561,worry
3416,worry
12821,neutral
30597,happiness
6136,neutral
480,worry
25748,neutral
2135,worry
34473,neutral
17050,neutral
1165,neutral
12990,worry
27841,neutral
15071,worry
39710,love
7411,worry
21578,neutral
9287,sadness
6048,worry
4384,neutral
37312,love
22655,love
18938,worry
25276,neutral
1819,neutral
21208,neutral
27308,neutral
27758,love
10500,worry
31193,neutral
1807,worry
8194,sadness
29930,neutral
10539,sadness
30127,neutral
3568,neutral
24804,neutral
39396,love
14583,worry
3885,neutral
16551,neutral
33356,neutral
34167,neutral
19471,worry
5011,worry
39429,fun
10676,worry
342,neutral
20807,neutral
7474,worry
38655,happiness
5114,neutral
18237,worry
7024,happiness
15135,neutral
30955,happiness
15011,worry
25264,love
36449,happiness
5321,sadness
7920,neutral
32799,neutral
9441,neutral
21430,happiness
19577,worry
39607,neutral
5598,neutral
29040,happiness
7555,worry
1590,neutral
39303,happiness
5874,worry
19635,worry
37580,happiness
24965,neutral
33345,love
4530,worry
24893,happiness
7589,worry
1240,worry
25922,neutral
34284,love
31977,love
37535,love
23068,neutral
19559,neutral
21601,neutral
39760,neutral
9281,worry
3628,neutral
29870,happiness
24619,love
16269,neutral
7401,worry
21963,worry
11863,neutral
9378,worry
35399,neutral
39018,neutral
33182,neutral
33233,happiness
30804,neutral
26830,neutral
24992,neutral
20905,neutral
4165,neutral
5227,sadness
16812,neutral
35730,sadness
2237,neutral
24613,neutral
39117,worry
18618,worry
15614,happiness
34734,love
11625,worry
26642,neutral
6528,worry
6994,neutral
26615,neutral
8561,neutral
17914,sadness
14644,worry
4639,neutral
37736,neutral
39418,worry
17828,neutral
38520,worry
13095,love
26103,happiness
1253,sadness
21791,love
430,neutral
13857,neutral
31651,sadness
14442,sadness
39040,neutral
37903,neutral
34952,neutral
24166,neutral
7811,worry
24868,happiness
28857,neutral
38076,happiness
38853,love
75,sadness
8358,worry
6753,neutral
14131,worry
22594,neutral
4009,neutral
22349,worry
12272,worry
6271,worry
11710,neutral
37415,happiness
10171,worry
708,worry
14833,worry
14273,worry
8504,neutral
35280,neutral
35424,love
4455,neutral
7911,hate
9366,happiness
30293,neutral
35413,neutral
32570,happiness
17734,worry
35054,happiness
31859,neutral
39711,love
32881,worry
10853,neutral
11841,worry
34863,neutral
38852,happiness
22475,neutral
13573,neutral
5821,worry
16847,worry
8844,worry
1412,worry
725,worry
7468,neutral
31102,neutral
25898,neutral
6978,sadness
2185,worry
8239,neutral
21037,neutral
15854,neutral
6165,worry
37528,neutral
4291,worry
7557,worry
776,hate
21588,happiness
24096,neutral
37343,worry
1,neutral
1876,neutral
7119,neutral
29230,neutral
8613,neutral
32158,love
24283,neutral
24960,neutral
6633,sadness
36758,happiness
14983,worry
26815,worry
9183,neutral
37052,neutral
4932,worry
61,sadness
32091,happiness
24984,neutral
38294,neutral
39903,worry
35935,neutral
20177,neutral
39084,worry
22234,worry
6682,sadness
38716,neutral
36438,love
33716,sadness
15998,neutral
18401,neutral
27245,neutral
36521,worry
12556,worry
37631,happiness
26662,worry
36903,neutral
12854,worry
30507,worry
24956,happiness
17132,worry
8156,sadness
24341,neutral
7448,worry
2952,worry
15013,neutral
12642,sadness
3113,neutral
3375,neutral
15220,love
10324,worry
6551,neutral
33699,neutral
438,neutral
14335,neutral
564,worry
10593,sadness
6912,hate
39635,worry
32469,hate
30269,happiness
38501,neutral
39943,love
24888,neutral
13151,worry
14731,sadness
25290,neutral
35023,worry
31281,happiness
12570,worry
34234,love
2525,worry
21130,neutral
35266,neutral
35463,happiness
4351,sadness
27170,neutral
9285,neutral
3419,worry
9073,worry
24076,love
5553,sadness
29002,neutral
22635,neutral
37478,happiness
27313,neutral
38458,worry
16332,neutral
9682,sadness
35300,love
30456,neutral
20730,love
26316,neutral
19165,neutral
5795,neutral
911,neutral
3604,worry
10575,worry
20368,neutral
35491,neutral
4421,worry
35761,happiness
5102,neutral
34596,neutral
29156,neutral
29021,neutral
29854,sadness
23422,neutral
5354,love
26566,worry
24065,love
251,neutral
25325,worry
29303,worry
23556,neutral
25930,happiness
30964,neutral
14221,worry
14971,worry
1045,neutral
25535,worry
18673,worry
1704,worry
31141,love
8091,neutral
30479,love
12792,sadness
28697,neutral
681,neutral
35779,neutral
38743,love
38656,neutral
4157,neutral
3942,neutral
23896,love
14544,worry
32497,worry
20196,neutral
10999,neutral
38724,neutral
354,neutral
5211,worry
22730,worry
24646,worry
16596,sadness
25240,happiness
5388,worry
2561,neutral
18841,worry
38658,neutral
39670,love
13205,neutral
11243,worry
5325,hate
7497,worry
34543,neutral
21707,neutral
6496,sadness
7932,sadness
35429,neutral
2229,worry
11904,worry
5853,worry
8305,neutral
31146,love
25604,happiness
38149,neutral
5762,worry
24721,happiness
86,worry
17031,neutral
21073,happiness
8786,worry
11583,worry
11601,neutral
29355,neutral
34330,neutral
12689,worry
11045,neutral
31191,worry
29427,neutral
6882,worry
37981,neutral
36033,neutral
29665,happiness
16889,neutral
11355,neutral
33542,neutral
24308,sadness
5638,love
13581,worry
11499,worry
19578,worry
3922,sadness
31661,neutral
11807,sadness
20949,neutral
36832,neutral
8929,worry
19415,hate
32474,neutral
31130,happiness
39687,neutral
20904,neutral
36724,neutral
19889,worry
3519,neutral
27859,happiness
22298,fun
304,worry
27511,neutral
13549,neutral
37386,worry
27487,happiness
22702,neutral
10359,worry
7594,neutral
39212,happiness
28331,happiness
15189,neutral
35409,happiness
3063,neutral
30172,worry
2115,worry
10065,neutral
9035,worry
7289,neutral
39370,neutral
23787,neutral
248,worry
30714,neutral
5488,neutral
22892,neutral
14848,worry
10496,worry
13363,neutral
21967,worry
30514,worry
3836,neutral
13738,neutral
39672,happiness
37089,happiness
21026,neutral
20160,neutral
34901,neutral
32047,happiness
38509,neutral
21369,neutral
8760,neutral
32004,worry
37175,happiness
27903,worry
7563,neutral
12515,neutral
29043,love
18195,neutral
36115,worry
12240,worry
22726,neutral
29695,happiness
11449,worry
800,sadness
21333,happiness
15621,neutral
16221,sadness
8223,worry
20882,neutral
8363,neutral
28668,neutral
12908,happiness
39797,worry
28818,love
30915,love
33823,love
30713,neutral
24748,worry
27735,worry
9736,neutral
32361,neutral
29824,neutral
6911,worry
12044,worry
26076,neutral
11342,neutral
31681,love
4615,neutral
10484,neutral
10045,worry
6065,worry
12286,neutral
21245,neutral
9598,neutral
1864,neutral
25971,worry
19135,worry
22839,love
32863,neutral
23917,neutral
33329,neutral
38302,happiness
6293,worry
6870,worry
18871,neutral
36366,neutral
83,sadness
979,worry
8394,neutral
36722,happiness
14524,neutral
29170,worry
31959,neutral
1599,neutral
14914,sadness
20474,worry
2295,sadness
37036,love
8293,neutral
23746,happiness
39416,neutral
12496,neutral
14653,neutral
6631,worry
28473,worry
22023,worry
33166,worry
3640,worry
27029,worry
24551,worry
28212,neutral
19592,neutral
27720,neutral
15910,worry
36084,neutral
4949,neutral
3106,happiness
35392,neutral
17644,hate
36687,neutral
18501,neutral
8725,hate
15747,neutral
13883,happiness
21290,neutral
38611,relief
11484,neutral
3619,worry
35242,neutral
11247,love
13064,worry
21396,neutral
39928,worry
38264,happiness
1282,worry
20623,neutral
28050,neutral
9831,love
7579,neutral
29814,happiness
18956,worry
30704,happiness
10781,worry
12168,worry
6197,neutral
34096,happiness
36626,worry
33506,love
31504,neutral
17943,hate
37143,worry
15041,sadness
28845,love
23690,neutral
5401,worry
15020,worry
36866,love
33624,love
9506,neutral
20868,neutral
11238,neutral
25157,neutral
27419,happiness
32451,neutral
22768,neutral
35061,neutral
2791,worry
37949,neutral
16511,neutral
19998,neutral
11014,neutral
36970,neutral
33670,neutral
12640,worry
15108,sadness
31589,neutral
9448,neutral
14773,neutral
17305,neutral
5030,neutral
609,sadness
330,worry
35669,neutral
36565,neutral
13302,worry
22788,neutral
17411,worry
16674,worry
29714,love
2649,worry
18736,worry
25090,neutral
25093,neutral
7613,neutral
35115,love
26100,neutral
27822,worry
25808,neutral
2692,neutral
316,neutral
21338,worry
37520,worry
3581,sadness
11189,neutral
5201,neutral
14723,neutral
7892,worry
30827,neutral
8723,worry
34626,surprise
34846,worry
16468,worry
29612,neutral
30751,love
20419,worry
1243,hate
33169,love
33223,worry
21185,neutral
18127,worry
24510,hate
29951,worry
985,worry
39158,neutral
5386,neutral
17141,love
1430,neutral
22716,worry
26227,happiness
21936,neutral
28665,neutral
6206,worry
36889,worry
7845,worry
33393,neutral
709,worry
18238,neutral
11609,sadness
14940,neutral
7743,neutral
21221,neutral
17202,worry
341,worry
3056,neutral
27224,neutral
18499,worry
5987,worry
35422,happiness
28360,neutral
10565,neutral
25621,worry
19092,neutral
4548,sadness
34987,neutral
30385,neutral
1594,worry
22983,neutral
30602,worry
26360,neutral
26978,neutral
21272,neutral
33403,neutral
13800,worry
37429,worry
16416,worry
37603,neutral
13475,neutral
39207,love
12133,neutral
19712,worry
23193,neutral
5662,worry
6340,worry
7800,hate
14876,worry
16912,worry
8161,neutral
21593,neutral
34117,worry
35910,neutral
17766,worry
26735,happiness
7250,neutral
24670,neutral
1638,sadness
18145,neutral
14243,worry
28867,happiness
11757,worry
9419,neutral
5715,neutral
18925,neutral
843,worry
20699,neutral
38417,worry
26356,happiness
28779,worry
33955,neutral
20244,worry
4903,neutral
34910,happiness
16599,sadness
7980,worry
36702,neutral
1549,love
9842,worry
35734,neutral
14443,worry
24586,neutral
1703,worry
24273,neutral
2245,worry
25585,worry
19161,sadness
3441,worry
9648,worry
36382,neutral
39533,neutral
27732,neutral
20512,worry
2865,worry
4550,worry
11843,worry
10696,neutral
6793,worry
35697,love
3566,love
1078,neutral
33958,love
39077,happiness
37277,happiness
39843,neutral
33299,happiness
21921,sadness
36537,neutral
28504,sadness
31284,love
13972,worry
20628,neutral
13244,neutral
29925,happiness
24664,neutral
18470,sadness
9165,neutral
6612,neutral
11181,neutral
2189,neutral
22599,neutral
35938,happiness
8745,neutral
19032,neutral
16703,neutral
7402,neutral
32874,worry
16552,sadness
23719,neutral
30868,neutral
37746,happiness
14794,worry
36515,neutral
2277,neutral
27929,neutral
25878,happiness
25228,neutral
13608,worry
1888,neutral
516,sadness
19766,worry
8374,worry
23717,neutral
4093,neutral
2650,worry
28984,happiness
35287,neutral
38825,love
33341,happiness
21258,neutral
15375,worry
14073,sadness
5292,worry
33385,love
14592,worry
34156,neutral
11347,neutral
23266,neutral
14686,worry
1418,worry
9056,worry
27164,love
6282,worry
29659,neutral
36365,surprise
20296,neutral
22281,worry
14083,worry
18121,worry
29286,happiness
31815,worry
25262,worry
35706,neutral
2207,worry
2554,neutral
12969,worry
39951,love
11900,neutral
35391,neutral
12662,worry
6847,sadness
7324,love
24506,happiness
18368,worry
33932,happiness
24585,happiness
10465,worry
20136,neutral
13098,worry
34308,neutral
27685,worry
8840,neutral
36769,love
12790,worry
39698,neutral
6915,neutral
19306,neutral
27437,neutral
29807,happiness
4580,worry
14360,neutral
2342,neutral
37509,neutral
6802,worry
36912,worry
8932,worry
17135,surprise
14151,neutral
6483,worry
27634,worry
7162,sadness
13094,worry
23815,worry
11834,worry
15024,sadness
11594,neutral
39330,neutral
2949,sadness
19057,sadness
29470,happiness
23157,happiness
3693,worry
12865,neutral
33764,love
15238,sadness
37009,neutral
22741,neutral
21418,neutral
6399,neutral
23353,neutral
2672,neutral
29440,neutral
5751,neutral
37448,neutral
6149,worry
24177,happiness
11069,worry
29607,worry
39608,love
312,worry
21995,neutral
16135,neutral
13208,worry
31640,hate
3780,neutral
12481,worry
26341,love
24225,worry
17433,neutral
14815,neutral
35241,neutral
5959,worry
25148,neutral
15943,worry
33940,neutral
20708,worry
30577,neutral
32989,fun
33558,worry
31071,neutral
29042,neutral
27138,happiness
37994,worry
18267,neutral
34830,love
35700,neutral
15933,neutral
20275,sadness
15016,worry
4955,worry
37214,sadness
9273,neutral
36652,neutral
831,worry
1850,neutral
26868,happiness
17511,sadness
25684,neutral
25764,neutral
116,love
3986,happiness
8241,neutral
9976,neutral
38104,neutral
399,worry
37436,happiness
36678,neutral
6526,worry
24957,happiness
16487,neutral
14061,worry
32466,neutral
27101,neutral
30208,neutral
24497,happiness
8500,worry
35127,love
2858,worry
28048,happiness
30601,worry
4657,neutral
8596,worry
14283,neutral
34327,fun
28075,neutral
27329,neutral
6204,worry
18192,neutral
2374,worry
34111,love
19536,neutral
13332,neutral
18523,neutral
14835,worry
8445,worry
20038,neutral
23937,neutral
6046,worry
23187,neutral
25421,worry
3988,worry
22772,happiness
2828,neutral
31914,neutral
20392,neutral
9044,love
22053,happiness
791,sadness
22390,neutral
1270,neutral
11635,worry
7821,worry
30484,neutral
9737,neutral
28664,love
32303,neutral
30513,neutral
738,neutral
2761,worry
6663,worry
26488,happiness
21980,happiness
33605,happiness
12536,neutral
22681,neutral
13353,sadness
15961,worry
33254,neutral
16171,neutral
22654,love
21299,neutral
3530,sadness
33236,neutral
9750,worry
8362,neutral
36899,neutral
10480,neutral
36479,worry
19698,worry
17851,neutral
33451,worry
34719,neutral
32702,happiness
4347,worry
38856,neutral
38222,love
22567,neutral
37026,neutral
13120,sadness
2448,hate
16432,worry
32873,love
34075,happiness
31044,happiness
5306,neutral
7191,worry
39389,love
12354,worry
19949,neutral
35286,sadness
15575,worry
33608,neutral
27226,neutral
37743,neutral
36196,neutral
30464,neutral
27835,happiness
5360,worry
25565,neutral
37218,sadness
35563,love
5908,worry
28534,neutral
19137,neutral
34733,worry
19512,neutral
16185,neutral
22034,happiness
3378,worry
5921,neutral
30272,worry
22294,neutral
9667,sadness
11917,worry
28796,happiness
24011,love
34536,neutral
7640,neutral
2043,happiness
32288,neutral
38405,happiness
8326,worry
11163,worry
12208,worry
5186,worry
17865,worry
38063,happiness
9571,love
24615,neutral
37002,happiness
33235,happiness
30552,neutral
20727,happiness
6524,worry
27978,love
4817,sadness
22126,worry
3245,worry
17410,neutral
9739,neutral
39372,happiness
18253,worry
24897,happiness
2213,worry
15967,hate
36264,neutral
959,sadness
618,worry
18505,neutral
34780,neutral
28676,worry
26998,worry
38048,neutral
5925,sadness
37462,neutral
11756,worry
13623,neutral
3337,neutral
8909,worry
25598,worry
16177,love
36442,worry
39773,neutral
32223,neutral
8939,worry
30279,love
4401,worry
38021,worry
28914,love
18124,worry
38921,happiness
32723,worry
18943,sadness
34528,worry
6890,sadness
39457,love
21528,worry
8499,worry
31686,neutral
28852,love
6948,worry
20250,neutral
9132,happiness
35958,happiness
24966,worry
12932,worry
6315,neutral
6556,worry
39382,neutral
29372,neutral
19537,neutral
38601,neutral
6748,worry
28849,love
9674,worry
21104,happiness
32300,love
4500,sadness
29687,neutral
10229,sadness
30476,neutral
27021,love
23973,neutral
32504,neutral
22122,love
27561,neutral
7201,happiness
21366,neutral
11742,worry
17447,worry
14501,sadness
32578,love
4559,worry
3288,sadness
20129,worry
7950,worry
23153,worry
13804,neutral
13197,worry
24044,happiness
30787,worry
5471,worry
5836,worry
26307,neutral
6580,worry
6426,hate
24041,happiness
23537,happiness
34453,neutral
30169,neutral
10016,neutral
702,neutral
38808,neutral
23622,love
991,neutral
23414,worry
20477,love
36963,sadness
11192,neutral
19365,worry
12659,hate
21948,neutral
39972,neutral
1889,neutral
26864,neutral
7586,worry
20458,worry
33038,happiness
18217,sadness
28463,happiness
10855,worry
19398,neutral
11119,sadness
7780,neutral
21680,happiness
2442,love
9055,worry
24790,neutral
34086,happiness
1337,worry
18115,neutral
13462,worry
11204,worry
29356,neutral
30567,happiness
19621,worry
37700,love
28973,neutral
13533,sadness
4506,worry
6112,neutral
38052,neutral
30928,neutral
33300,neutral
1397,worry
13825,neutral
17240,worry
21719,neutral
18878,neutral
39085,neutral
8135,neutral
37479,worry
20985,neutral
14836,sadness
5548,neutral
1826,happiness
30258,neutral
12928,worry
16801,neutral
27272,worry
779,worry
31720,neutral
3704,worry
4449,worry
37825,worry
35490,worry
6592,worry
12138,neutral
7581,neutral
31958,happiness
15018,worry
26800,worry
36804,worry
20928,neutral
24066,neutral
36483,neutral
15153,worry
38940,worry
22039,neutral
31409,happiness
8339,neutral
20029,neutral
10354,neutral
26064,neutral
35018,happiness
26506,neutral
17220,happiness
