,id,sentiment
1583,22810,neutral
1584,14843,sadness
1585,30248,happiness
1586,25959,neutral
1587,15420,sadness
1588,27120,neutral
1589,28781,neutral
1590,2868,neutral
1591,18985,worry
1592,15637,neutral
1593,217,worry
1594,3548,worry
1595,1162,neutral
1596,15392,neutral
1597,11547,neutral
1598,36293,love
1599,28388,neutral
1600,9170,neutral
1601,13681,worry
1602,25436,worry
1603,2505,worry
1604,8858,neutral
1605,18707,worry
1606,16739,neutral
1607,38190,neutral
1608,1413,neutral
1609,12469,worry
1610,10849,worry
1611,31221,worry
1612,24261,happiness
1613,24483,happiness
1614,5304,neutral
1615,34232,worry
1616,34041,worry
1617,10397,worry
1618,15102,worry
1619,16166,sadness
1620,38837,neutral
1621,31494,happiness
1622,36092,neutral
1623,19150,worry
1624,1640,neutral
1625,12630,happiness
1626,11868,worry
1627,8612,worry
1628,5881,neutral
1629,28056,happiness
1630,447,sadness
1631,33410,neutral
1632,15594,worry
1633,30201,worry
1634,4289,worry
1635,22430,worry
1636,13097,worry
1637,30737,relief
1638,35156,worry
1639,14320,sadness
1640,27986,happiness
1641,12830,neutral
1642,1900,neutral
1643,36217,neutral
1644,29128,worry
1645,18373,worry
1646,18393,worry
1647,3431,worry
1648,35383,worry
1649,17008,worry
1650,8106,sadness
1651,12613,sadness
1652,4520,worry
1653,1829,sadness
1654,39558,worry
1655,686,neutral
1656,19341,sadness
1657,18111,neutral
1658,26778,neutral
1659,9661,worry
1660,3935,worry
1661,34640,neutral
1662,8755,neutral
1663,11105,neutral
1664,35159,neutral
1665,37394,neutral
1666,37122,worry
1667,16098,worry
1668,12528,neutral
1669,18112,neutral
1670,19111,sadness
1671,38863,worry
1672,38663,worry
1673,29839,neutral
1674,31664,worry
1675,1562,neutral
1676,584,happiness
1677,14156,sadness
1678,2528,neutral
1679,11450,worry
1680,23547,neutral
1681,18398,worry
1682,34770,happiness
1683,7122,worry
1684,23294,worry
1685,12972,neutral
1686,12883,neutral
1687,1681,worry
1688,24284,worry
1689,6899,worry
1690,16345,hate
1691,22665,happiness
1692,32058,worry
1693,19392,sadness
1694,22071,happiness
1695,14275,worry
1696,28433,neutral
1697,7571,worry
1698,8970,worry
1699,26504,neutral
1700,39131,love
1701,12628,sadness
1702,20404,worry
1703,14615,neutral
1704,13659,sadness
1705,18853,neutral
1706,26073,neutral
1707,22790,worry
1708,22817,worry
1709,22749,love
1710,18010,worry
1711,23200,worry
1712,19719,neutral
1713,31462,happiness
1714,26465,happiness
1715,724,worry
1716,25094,neutral
1717,23477,happiness
1718,26089,happiness
1719,37282,neutral
1720,15452,love
1721,37856,neutral
1722,18085,neutral
1723,5343,worry
1724,25330,happiness
1725,15606,worry
1726,20351,neutral
1727,8765,worry
1728,9237,neutral
1729,36082,love
1730,20838,worry
1731,16268,worry
1732,13852,love
1733,14822,happiness
1734,34358,neutral
1735,18697,neutral
1736,29563,happiness
1737,11257,worry
1738,13952,neutral
1739,28069,neutral
1740,31739,neutral
1741,26875,love
1742,20021,worry
1743,18462,worry
1744,10183,worry
1745,31167,neutral
1746,35155,happiness
1747,6427,love
1748,39231,worry
1749,37425,happiness
1750,33148,neutral
1751,10742,worry
1752,19291,worry
1753,26858,worry
1754,36450,happiness
1755,20636,neutral
1756,26077,love
1757,25756,worry
1758,7568,neutral
1759,12887,worry
1760,28780,neutral
1761,17775,worry
1762,19099,worry
1763,32998,worry
1764,29776,neutral
1765,33335,neutral
1766,13398,worry
1767,1023,worry
1768,3928,happiness
1769,10735,neutral
1770,29260,surprise
1771,37809,neutral
1772,26285,happiness
1773,22812,neutral
1774,4771,worry
1775,16408,neutral
1776,2585,neutral
1777,26895,neutral
1778,33749,neutral
1779,34938,happiness
1780,13766,neutral
1781,6267,worry
1782,11234,happiness
1783,7303,happiness
1784,38747,neutral
1785,18172,worry
1786,10801,neutral
1787,1763,neutral
1788,12480,neutral
1789,31081,happiness
1790,36409,neutral
1791,36335,neutral
1792,30446,love
1793,1232,neutral
1794,33956,love
1795,30117,neutral
1796,18189,worry
1797,6056,worry
1798,3933,neutral
1799,21402,neutral
1800,19401,neutral
1801,39123,happiness
1802,13451,worry
1803,2149,sadness
1804,38495,love
1805,15625,neutral
1806,25483,sadness
1807,7090,worry
1808,38308,neutral
1809,28870,happiness
1810,34477,love
1811,28580,happiness
1812,16250,worry
1813,7964,worry
1814,37696,neutral
1815,27842,love
1816,20723,neutral
1817,23012,happiness
1818,22887,worry
1819,8768,neutral
1820,1303,worry
1821,16860,worry
1822,33021,worry
1823,36192,neutral
1824,37385,neutral
1825,34105,happiness
1826,2608,neutral
1827,16296,neutral
1828,36538,happiness
1829,22171,worry
1830,18575,worry
1831,12784,worry
1832,10917,neutral
1833,16904,sadness
1834,8230,worry
1835,5726,worry
1836,8256,neutral
1837,15532,worry
1838,18353,worry
1839,29488,neutral
1840,21481,worry
1841,38525,happiness
1842,429,worry
1843,34744,love
1844,23493,happiness
1845,30777,happiness
1846,15593,worry
1847,21410,neutral
1848,20990,worry
1849,19594,worry
1850,21557,surprise
1851,24145,worry
1852,25328,happiness
1853,22802,neutral
1854,25924,worry
1855,32354,neutral
1856,38416,worry
1857,36279,worry
1858,26440,neutral
1859,9038,sadness
1860,38023,neutral
1861,17735,sadness
1862,36117,happiness
1863,23127,happiness
1864,13202,neutral
1865,16613,neutral
1866,39026,happiness
1867,14555,worry
1868,16410,sadness
1869,38836,love
1870,13360,worry
1871,210,sadness
1872,29399,neutral
1873,5231,worry
1874,21115,worry
1875,25489,neutral
1876,24445,worry
1877,8416,worry
1878,32448,happiness
1879,39577,neutral
1880,23449,worry
1881,27365,neutral
1882,23304,neutral
1883,25349,neutral
1884,30837,love
1885,26006,love
1886,7685,worry
1887,31687,neutral
1888,8814,worry
1889,16255,worry
1890,15311,neutral
1891,4202,sadness
1892,38894,worry
1893,263,neutral
1894,12524,worry
1895,32858,neutral
1896,273,worry
1897,34463,neutral
1898,34021,neutral
1899,18826,worry
1900,30486,neutral
1901,6424,worry
1902,15137,worry
1903,1194,neutral
1904,15363,worry
1905,2300,worry
1906,1426,neutral
1907,4810,worry
1908,33149,neutral
1909,5563,sadness
1910,14540,neutral
1911,13377,neutral
1912,22070,worry
1913,24459,neutral
1914,28329,neutral
1915,27821,neutral
1916,2111,neutral
1917,9766,worry
1918,3161,neutral
1919,3944,sadness
1920,24839,happiness
1921,39597,happiness
1922,15331,worry
1923,24608,worry
1924,28662,happiness
1925,10035,neutral
1926,33245,worry
1927,25458,sadness
1928,2744,neutral
1929,39162,neutral
1930,7822,neutral
1931,32782,neutral
1932,11032,worry
1933,19045,neutral
1934,6675,happiness
1935,24443,worry
1936,23685,neutral
1937,18892,worry
1938,38846,happiness
1939,35295,love
1940,16597,worry
1941,37037,neutral
1942,30662,worry
1943,14295,neutral
1944,34098,neutral
1945,15482,neutral
1946,5869,worry
1947,15242,worry
1948,37980,love
1949,1157,worry
1950,35751,love
1951,22848,love
1952,8059,worry
1953,32131,love
1954,2814,sadness
1955,36204,worry
1956,24967,neutral
1957,13063,worry
1958,27061,happiness
1959,17559,sadness
1960,18674,worry
1961,34948,happiness
1962,10081,neutral
1963,30364,neutral
1964,26839,happiness
1965,38634,worry
1966,36040,worry
1967,13954,worry
1968,28274,neutral
1969,9381,worry
1970,19031,happiness
1971,22645,worry
1972,15937,worry
1973,26130,worry
1974,12596,worry
1975,15209,sadness
1976,25239,neutral
1977,343,worry
1978,24158,neutral
1979,37503,neutral
1980,11438,sadness
1981,22188,sadness
1982,20397,happiness
1983,6670,sadness
1984,11849,worry
1985,38386,neutral
1986,23951,neutral
1987,11990,happiness
1988,13415,worry
1989,2325,sadness
1990,39512,love
1991,7268,worry
1992,12966,neutral
1993,6988,neutral
1994,33514,neutral
1995,13713,worry
1996,7775,neutral
1997,37192,neutral
1998,10882,neutral
1999,8020,neutral
2000,32530,happiness
2001,3615,sadness
2002,36113,happiness
2003,15241,worry
2004,2351,neutral
2005,32102,worry
2006,4160,worry
2007,33865,happiness
2008,25794,neutral
2009,31785,love
2010,10930,neutral
2011,17455,worry
2012,17250,worry
2013,27783,neutral
2014,8087,sadness
2015,12586,worry
2016,4974,worry
2017,21862,happiness
2018,8206,neutral
2019,3861,worry
2020,505,hate
2021,25495,worry
2022,15884,neutral
2023,27780,happiness
2024,36400,neutral
2025,8350,worry
2026,15931,neutral
2027,19857,sadness
2028,6324,worry
2029,30095,worry
2030,15711,neutral
2031,19802,neutral
2032,9263,neutral
2033,12859,neutral
2034,37161,neutral
2035,36485,neutral
2036,5946,neutral
2037,2496,worry
2038,11591,sadness
2039,23588,worry
2040,32098,worry
2041,9591,neutral
2042,27813,worry
2043,38653,sadness
2044,29869,neutral
2045,22565,worry
2046,13396,neutral
2047,7112,sadness
2048,25687,sadness
2049,322,neutral
2050,14168,worry
2051,38242,worry
2052,30312,neutral
2053,22175,neutral
2054,34416,neutral
2055,16036,neutral
2056,32709,worry
2057,27881,happiness
2058,15124,neutral
2059,28171,worry
2060,33479,worry
2061,29138,neutral
2062,621,worry
2063,20640,happiness
2064,29050,neutral
2065,4740,worry
2066,18180,sadness
2067,18266,neutral
2068,30290,love
2069,35597,sadness
2070,21693,worry
2071,29386,neutral
2072,3018,worry
2073,30433,neutral
2074,18113,happiness
2075,9163,worry
2076,38469,neutral
2077,33389,worry
2078,509,neutral
2079,35273,happiness
2080,12033,sadness
2081,34300,love
2082,17503,neutral
2083,31903,love
2084,29000,neutral
2085,39190,happiness
2086,26509,love
2087,37267,happiness
2088,25802,worry
2089,23344,neutral
2090,36157,neutral
2091,33179,happiness
2092,37526,neutral
2093,32614,love
2094,6482,worry
2095,7672,happiness
2096,22046,worry
2097,38024,happiness
2098,23733,love
2099,16145,sadness
2100,34115,neutral
2101,29787,happiness
2102,18422,worry
2103,20737,love
2104,3220,neutral
2105,25956,happiness
2106,2772,neutral
2107,19922,neutral
2108,748,worry
2109,37705,happiness
2110,39413,worry
2111,377,neutral
2112,33883,worry
2113,24780,worry
2114,39538,love
2115,34270,worry
2116,39707,happiness
2117,30470,happiness
2118,9708,worry
2119,26677,happiness
2120,38630,neutral
2121,24128,worry
2122,25449,worry
2123,7212,worry
2124,35333,neutral
2125,17362,worry
2126,20604,worry
2127,14741,neutral
2128,18370,neutral
2129,32866,worry
2130,27271,neutral
2131,31693,happiness
2132,180,neutral
2133,1616,worry
2134,5567,worry
2135,18941,neutral
2136,22938,happiness
2137,20109,happiness
2138,39918,happiness
2139,11206,neutral
2140,21457,surprise
2141,21268,neutral
2142,31874,neutral
2143,21018,love
2144,22739,happiness
2145,31357,worry
2146,36791,neutral
2147,8304,worry
2148,35781,happiness
2149,6186,happiness
2150,29642,happiness
2151,39173,worry
2152,9284,worry
2153,18735,worry
2154,21421,neutral
2155,15897,worry
2156,32221,love
2157,6146,worry
2158,13754,sadness
2159,38700,love
2160,13033,neutral
2161,2531,worry
2162,14763,neutral
2163,17324,neutral
2164,17075,worry
2165,30066,happiness
2166,14575,sadness
2167,7237,worry
2168,37113,love
2169,11121,neutral
2170,20394,neutral
2171,8993,worry
2172,3290,worry
2173,1346,worry
2174,1179,worry
2175,22210,neutral
2176,39133,love
2177,36066,worry
2178,36255,worry
2179,38371,neutral
2180,33545,neutral
2181,12230,worry
2182,28160,happiness
2183,39788,worry
2184,6246,neutral
2185,37369,worry
2186,19243,happiness
2187,34439,neutral
2188,32569,love
2189,39224,worry
2190,21594,worry
2191,35269,worry
2192,30657,worry
2193,4556,worry
2194,8040,worry
2195,19647,sadness
2196,32705,happiness
2197,8140,neutral
2198,38159,worry
2199,29370,worry
2200,501,worry
2201,8904,sadness
2202,31961,worry
2203,2893,sadness
2204,9270,worry
2205,12051,neutral
2206,26439,neutral
2207,36550,worry
2208,28203,neutral
2209,33383,neutral
2210,8274,worry
2211,34505,worry
2212,33748,worry
2213,14053,worry
2214,33814,neutral
2215,19316,worry
2216,1332,worry
2217,4032,worry
2218,3243,worry
2219,10700,neutral
2220,278,worry
2221,18045,worry
2222,34048,love
2223,25994,neutral
2224,4504,worry
2225,10092,neutral
2226,374,sadness
2227,30458,neutral
2228,2087,neutral
2229,37781,neutral
2230,10901,neutral
2231,38276,worry
2232,26011,happiness
2233,3418,neutral
2234,12249,neutral
2235,3593,worry
2236,37511,neutral
2237,38598,neutral
2238,15965,happiness
2239,14872,sadness
2240,3931,worry
2241,16587,sadness
2242,17995,neutral
2243,8570,worry
2244,20481,worry
2245,24825,neutral
2246,16776,neutral
2247,6936,worry
2248,35836,love
2249,31623,neutral
2250,38682,happiness
2251,23399,neutral
2252,19261,worry
2253,37575,sadness
2254,10968,worry
2255,3502,worry
2256,21558,happiness
2257,2269,sadness
2258,20485,neutral
2259,14124,worry
2260,3460,worry
2261,4962,neutral
2262,14452,worry
2263,396,sadness
2264,9172,worry
2265,23367,happiness
2266,2322,neutral
2267,35721,neutral
2268,24200,neutral
2269,3193,worry
2270,19837,surprise
2271,19210,sadness
2272,10477,worry
2273,31573,happiness
2274,20503,neutral
2275,11222,worry
2276,15751,worry
2277,28749,neutral
2278,16341,worry
2279,17919,neutral
2280,25672,worry
2281,11237,happiness
2282,33934,sadness
2283,32398,neutral
2284,21992,happiness
2285,17431,worry
2286,31735,neutral
2287,33960,worry
2288,9761,neutral
2289,36821,neutral
2290,8354,worry
2291,21283,neutral
2292,16615,neutral
2293,38864,neutral
2294,34031,happiness
2295,29333,love
2296,22352,neutral
2297,12372,happiness
2298,22110,happiness
2299,30292,happiness
2300,18291,sadness
2301,7616,worry
2302,3049,sadness
2303,36617,neutral
2304,475,worry
2305,21176,worry
2306,23022,neutral
2307,35533,worry
2308,34882,happiness
2309,928,worry
2310,12484,neutral
2311,32190,love
2312,37872,neutral
2313,19687,worry
2314,7886,neutral
2315,19732,sadness
2316,9559,worry
2317,30870,neutral
2318,34339,neutral
2319,16851,sadness
2320,5780,worry
2321,36430,worry
2322,24180,worry
2323,457,worry
2324,18859,worry
2325,5233,worry
2326,5286,sadness
2327,21895,neutral
2328,21461,neutral
2329,13299,neutral
2330,19354,worry
2331,28431,happiness
2332,31175,worry
2333,1219,neutral
2334,28987,neutral
2335,17720,neutral
2336,23258,happiness
2337,23994,neutral
2338,31975,love
2339,28601,neutral
2340,36054,love
2341,28317,love
2342,30229,worry
2343,23950,worry
2344,2290,worry
2345,33081,happiness
2346,31595,love
2347,33049,happiness
2348,34408,happiness
2349,16421,neutral
2350,4815,worry
2351,29112,happiness
2352,12477,happiness
2353,4,worry
2354,23923,neutral
2355,8961,neutral
2356,16841,sadness
2357,1668,worry
2358,21794,happiness
2359,35380,love
2360,36473,happiness
2361,26824,neutral
2362,6887,worry
2363,30944,worry
2364,30376,love
2365,39612,neutral
2366,4201,worry
2367,5961,worry
2368,31512,worry
2369,8049,sadness
2370,2645,worry
2371,33807,neutral
2372,30244,neutral
2373,1000,worry
2374,8021,worry
2375,14756,worry
2376,28616,worry
2377,772,neutral
2378,28585,neutral
2379,14917,sadness
2380,20490,worry
2381,33988,neutral
2382,12214,neutral
2383,18670,neutral
2384,7969,sadness
2385,27548,happiness
2386,32422,neutral
2387,277,worry
2388,18137,happiness
2389,32447,neutral
2390,25642,worry
2391,11858,worry
2392,29686,sadness
2393,2279,neutral
2394,1912,worry
2395,9523,worry
2396,7336,worry
2397,20418,neutral
2398,36591,happiness
2399,32974,happiness
2400,19704,neutral
2401,33252,neutral
2402,37319,neutral
2403,5045,worry
2404,24056,worry
2405,34756,neutral
2406,13468,sadness
2407,35872,happiness
2408,26428,love
2409,31754,happiness
2410,2980,worry
2411,1146,sadness
2412,22252,worry
2413,24075,neutral
2414,20214,neutral
2415,25858,love
2416,37862,worry
2417,14696,sadness
2418,35354,worry
2419,32958,neutral
2420,12950,sadness
2421,261,worry
2422,22522,neutral
2423,14483,worry
2424,9606,neutral
2425,29435,neutral
2426,8528,neutral
2427,8568,worry
2428,20970,neutral
2429,17367,worry
2430,26971,happiness
2431,7989,surprise
2432,18119,sadness
2433,5001,sadness
2434,34241,love
2435,26629,love
2436,25980,neutral
2437,1427,sadness
2438,4990,neutral
2439,39360,worry
2440,35455,worry
2441,23082,happiness
2442,35456,neutral
2443,2464,sadness
2444,37985,neutral
2445,20755,worry
2446,27816,worry
2447,17953,love
2448,18837,worry
2449,1801,worry
2450,23032,happiness
2451,39272,neutral
2452,39551,neutral
2453,20416,happiness
2454,14224,worry
2455,34940,neutral
2456,6969,worry
2457,33128,love
2458,1285,worry
2459,30778,neutral
2460,21941,worry
2461,1901,worry
2462,29233,neutral
2463,31850,happiness
2464,1416,sadness
2465,33443,happiness
2466,23006,neutral
2467,3715,neutral
2468,7745,worry
2469,8124,worry
2470,7625,happiness
2471,566,worry
2472,20305,happiness
2473,12172,love
2474,17466,neutral
2475,13199,worry
2476,19242,worry
2477,21422,neutral
2478,22121,happiness
2479,20989,happiness
2480,7462,neutral
2481,11699,happiness
2482,14085,neutral
2483,29228,neutral
2484,5223,love
2485,6756,sadness
2486,21459,neutral
2487,11783,worry
2488,13082,neutral
2489,12962,worry
2490,26890,worry
2491,15165,worry
2492,17213,happiness
2493,18685,worry
2494,7653,happiness
2495,22719,worry
2496,1052,neutral
2497,26052,worry
2498,17626,love
2499,32396,love
2500,31386,love
2501,21161,neutral
2502,29954,happiness
2503,26330,worry
2504,4029,neutral
2505,1012,worry
2506,15714,worry
2507,7231,worry
2508,8889,worry
2509,1109,worry
2510,38631,worry
2511,15726,hate
2512,1107,worry
2513,38397,worry
2514,1133,worry
2515,25877,love
2516,4824,worry
2517,28509,love
2518,15170,neutral
2519,16079,neutral
2520,3230,worry
2521,17728,sadness
2522,13793,worry
2523,29273,worry
2524,31368,happiness
2525,9330,neutral
2526,35537,happiness
2527,25336,neutral
2528,15922,worry
2529,24266,neutral
2530,3855,worry
2531,26045,happiness
2532,20747,love
2533,9568,happiness
2534,38005,happiness
2535,1491,worry
2536,15236,sadness
2537,10192,worry
2538,13680,worry
2539,21944,happiness
2540,10718,neutral
2541,10877,neutral
2542,30365,love
2543,25030,happiness
2544,16100,worry
2545,32927,happiness
2546,25175,neutral
2547,7609,neutral
2548,10491,worry
2549,4237,neutral
2550,30903,love
2551,3643,neutral
2552,10036,worry
2553,22846,neutral
2554,32592,happiness
2555,29584,love
2556,2767,worry
2557,13192,worry
2558,28156,worry
2559,37397,sadness
2560,29729,love
2561,1090,neutral
2562,20364,neutral
2563,34859,neutral
2564,32126,love
2565,27943,neutral
2566,13108,worry
2567,35632,love
2568,31188,neutral
2569,14095,sadness
2570,1048,neutral
2571,39617,neutral
2572,31479,happiness
2573,17041,sadness
2574,13172,worry
2575,22087,happiness
2576,34877,neutral
2577,13424,sadness
2578,12156,neutral
2579,32777,neutral
2580,19855,neutral
2581,9932,neutral
2582,29330,neutral
2583,2743,worry
2584,16125,worry
2585,842,worry
2586,7778,worry
2587,21278,worry
2588,28703,worry
2589,35496,happiness
2590,39170,neutral
2591,11335,worry
2592,33322,neutral
2593,10955,neutral
2594,25369,worry
2595,35217,love
2596,38198,neutral
2597,20071,worry
2598,21860,neutral
2599,33406,neutral
2600,20853,surprise
2601,573,worry
2602,14927,worry
2603,1465,happiness
2604,884,worry
2605,15894,worry
2606,25133,happiness
2607,29597,happiness
2608,13544,worry
2609,2029,worry
2610,35759,neutral
2611,13150,worry
2612,16866,worry
2613,28358,worry
2614,17083,happiness
2615,31741,worry
2616,5536,worry
2617,34449,worry
2618,15125,worry
2619,29474,happiness
2620,25986,neutral
2621,28556,neutral
2622,3835,neutral
2623,23886,neutral
2624,17698,neutral
2625,11764,worry
2626,38969,neutral
2627,15232,neutral
2628,38437,happiness
2629,39778,love
2630,17287,neutral
2631,31745,happiness
2632,37066,neutral
2633,19863,sadness
2634,16026,neutral
2635,17931,sadness
2636,31447,worry
2637,36414,neutral
2638,37383,love
2639,19828,sadness
2640,33821,neutral
2641,16178,neutral
2642,36352,sadness
2643,3356,worry
2644,32271,happiness
2645,1108,worry
2646,29323,neutral
2647,19412,worry
2648,26093,neutral
2649,25151,neutral
2650,6809,neutral
2651,19470,neutral
2652,6418,worry
2653,38695,worry
2654,13685,worry
2655,18661,worry
2656,31277,worry
2657,23208,love
2658,22688,worry
2659,37514,neutral
2660,14280,worry
2661,5159,sadness
2662,5757,sadness
2663,441,neutral
2664,3886,neutral
2665,33560,worry
2666,9561,worry
2667,28922,neutral
2668,7168,worry
2669,11376,worry
2670,491,worry
2671,4884,sadness
2672,28055,happiness
2673,29834,happiness
2674,38134,happiness
2675,18317,worry
2676,4689,worry
2677,31978,happiness
2678,36443,neutral
2679,16420,sadness
2680,1339,worry
2681,11444,worry
2682,8439,worry
2683,17877,worry
2684,21521,worry
2685,27854,love
2686,15656,worry
2687,1441,worry
2688,15306,worry
2689,11931,worry
2690,25543,neutral
2691,11072,worry
2692,34490,worry
2693,22417,love
2694,36950,love
2695,24164,happiness
2696,33602,happiness
2697,23789,neutral
2698,4726,neutral
2699,4308,happiness
2700,31529,neutral
2701,38368,worry
2702,38380,worry
2703,24844,neutral
2704,34442,happiness
2705,33370,neutral
2706,23222,happiness
2707,14145,worry
2708,20552,neutral
2709,15118,happiness
2710,26701,happiness
2711,5395,worry
2712,5382,worry
2713,11448,hate
2714,2232,happiness
2715,17386,neutral
2716,22355,neutral
2717,17122,worry
2718,30566,happiness
2719,20813,neutral
2720,10812,sadness
2721,29751,neutral
2722,17089,neutral
2723,29678,happiness
2724,36089,worry
2725,32309,worry
2726,20537,neutral
2727,26406,neutral
2728,26363,love
2729,29920,love
2730,13469,sadness
2731,6480,neutral
2732,3150,worry
2733,34893,worry
2734,9658,happiness
2735,3095,sadness
2736,27505,happiness
2737,22037,neutral
2738,8615,sadness
2739,10062,worry
2740,861,worry
2741,17126,worry
2742,24012,neutral
2743,35059,love
2744,23213,neutral
2745,35313,neutral
2746,7840,neutral
2747,23102,worry
2748,6730,neutral
2749,12348,neutral
2750,8388,worry
2751,268,neutral
2752,2935,worry
2753,15211,neutral
2754,37523,neutral
2755,12918,neutral
2756,36325,neutral
2757,3115,worry
2758,25803,love
2759,10949,sadness
2760,28628,happiness
2761,1553,worry
2762,16921,worry
2763,3737,love
2764,4890,neutral
2765,13702,neutral
2766,27795,neutral
2767,11430,worry
2768,10850,neutral
2769,5523,sadness
2770,8925,worry
2771,1423,worry
2772,27269,sadness
2773,52,neutral
2774,9918,worry
2775,1846,neutral
2776,11797,worry
2777,274,neutral
2778,38718,sadness
2779,30521,happiness
2780,34195,worry
2781,5262,sadness
2782,28617,neutral
2783,16028,worry
2784,34282,worry
2785,20204,happiness
2786,33540,love
2787,5640,worry
2788,39286,neutral
2789,32910,happiness
2790,6062,worry
2791,22561,worry
2792,15718,worry
2793,26889,neutral
2794,39266,worry
2795,5883,worry
2796,23330,worry
2797,15483,neutral
2798,25647,worry
2799,5960,worry
2800,2081,worry
2801,36150,love
2802,24867,love
2803,7753,worry
2804,24598,worry
2805,37439,neutral
2806,24786,neutral
2807,11327,worry
2808,3852,worry
2809,30235,worry
2810,22513,love
2811,5533,neutral
2812,35776,happiness
2813,33211,worry
2814,38913,neutral
2815,39205,neutral
2816,13287,neutral
2817,30108,love
2818,21626,worry
2819,23263,neutral
2820,16817,worry
2821,19737,worry
2822,37871,worry
2823,20788,neutral
2824,32746,love
2825,13984,worry
2826,2348,worry
2827,32405,neutral
2828,6904,sadness
2829,38587,happiness
2830,13653,worry
2831,5857,worry
2832,29614,neutral
2833,11605,worry
2834,8480,worry
2835,30180,happiness
2836,14898,worry
2837,38715,neutral
2838,28587,worry
2839,2532,worry
2840,13604,worry
2841,18128,worry
2842,37499,worry
2843,28416,happiness
2844,3242,worry
2845,18306,worry
2846,1396,worry
2847,18974,sadness
2848,5466,worry
2849,28629,love
2850,23,worry
2851,3028,worry
2852,8357,worry
2853,940,worry
2854,20840,neutral
2855,19573,worry
2856,28275,worry
2857,20186,worry
2858,4034,worry
2859,2863,worry
2860,26361,neutral
2861,1188,neutral
2862,36519,neutral
2863,6233,neutral
2864,8403,neutral
2865,28883,neutral
2866,5288,worry
2867,21530,happiness
2868,39014,neutral
2869,15750,happiness
2870,35556,love
2871,3388,worry
2872,1788,worry
2873,7134,neutral
2874,39542,neutral
2875,23807,happiness
2876,4729,worry
2877,3154,worry
2878,1623,worry
2879,33774,neutral
2880,39023,neutral
2881,13174,worry
2882,17631,love
2883,22581,neutral
2884,1512,neutral
2885,17962,neutral
2886,11011,neutral
2887,21010,neutral
2888,12042,worry
2889,29976,happiness
2890,22179,neutral
2891,30222,happiness
2892,28240,worry
2893,14827,happiness
2894,12418,worry
2895,29502,love
2896,27915,neutral
2897,2826,worry
2898,11947,worry
2899,16349,worry
2900,14874,worry
2901,8406,sadness
2902,5179,worry
2903,27866,worry
2904,308,love
2905,8552,worry
2906,2247,neutral
2907,5377,happiness
2908,8132,worry
2909,12994,sadness
2910,8537,neutral
2911,3635,worry
2912,28088,worry
2913,18035,worry
2914,32597,love
2915,11798,worry
2916,37212,love
2917,4519,worry
2918,19090,worry
2919,20430,happiness
2920,22329,neutral
2921,21079,neutral
2922,5847,neutral
2923,13099,neutral
2924,2138,worry
2925,30104,worry
2926,6650,neutral
2927,38335,happiness
2928,29652,happiness
2929,29737,neutral
2930,1570,worry
2931,6747,sadness
2932,26501,neutral
2933,7294,love
2934,12832,neutral
2935,3929,worry
2936,21656,worry
2937,24590,neutral
2938,34147,worry
2939,8375,worry
2940,37309,love
2941,20227,worry
2942,37970,love
2943,16051,worry
2944,15590,worry
2945,23349,happiness
2946,28186,worry
2947,17298,worry
2948,2273,worry
2949,16398,neutral
2950,12085,sadness
2951,20361,neutral
2952,14183,worry
2953,35255,love
2954,38334,worry
2955,27372,happiness
2956,14784,worry
2957,8341,worry
2958,18424,worry
2959,2527,sadness
2960,29797,neutral
2961,35647,love
2962,9403,worry
2963,5195,worry
2964,29947,neutral
2965,19062,neutral
2966,22370,happiness
2967,39005,neutral
2968,7981,sadness
2969,30993,love
2970,21439,neutral
2971,8122,worry
2972,25061,neutral
2973,7678,worry
2974,16902,worry
2975,2323,neutral
2976,6465,worry
2977,27305,neutral
2978,35673,neutral
2979,35614,neutral
2980,1113,worry
2981,7409,sadness
2982,37094,love
2983,9687,worry
2984,27484,happiness
2985,18654,worry
2986,25430,happiness
2987,33668,happiness
2988,23858,happiness
2989,3488,neutral
2990,21476,neutral
2991,1576,neutral
2992,34499,neutral
2993,32542,neutral
2994,18396,worry
2995,1603,worry
2996,23536,neutral
2997,21724,neutral
2998,38188,neutral
2999,585,sadness
3000,18842,worry
3001,8647,neutral
3002,32692,neutral
3003,29653,neutral
3004,21790,neutral
3005,15421,worry
3006,13648,sadness
3007,31527,worry
3008,17227,worry
3009,25587,worry
3010,8331,neutral
3011,4199,neutral
3012,5687,worry
3013,39892,happiness
3014,27234,neutral
3015,22643,worry
3016,20158,love
3017,25272,happiness
3018,12104,sadness
3019,17911,worry
3020,35163,love
3021,7915,sadness
3022,25501,love
3023,15740,sadness
3024,35709,neutral
3025,32867,worry
3026,14290,neutral
3027,2360,worry
3028,31771,neutral
3029,35166,love
3030,38944,love
3031,15709,worry
3032,5226,worry
3033,5916,worry
3034,5018,worry
3035,36594,love
3036,4738,neutral
3037,8560,worry
3038,30389,worry
3039,35022,happiness
3040,13561,worry
3041,3416,worry
3042,12821,neutral
3043,30597,happiness
3044,6136,neutral
3045,480,worry
3046,25748,neutral
3047,2135,worry
3048,34473,neutral
3049,17050,worry
3050,1165,neutral
3051,12990,worry
3052,27841,neutral
3053,15071,worry
3054,39710,love
3055,7411,worry
3056,21578,neutral
3057,9287,sadness
3058,6048,worry
3059,4384,neutral
3060,37312,love
3061,22655,love
3062,18938,worry
3063,25276,worry
3064,1819,neutral
